event_id,event_date,state,latitude,longitude,rainfall_1d,rainfall_3d,rainfall_7d
78,2007-05-23 00:00:00,Sikkim,27.3383,88.6069,0.0,5.4649999141693115,22.55999881029129
126,2007-07-16 00:00:00,Sikkim,27.1499,88.38,45.55499267578125,103.56499099731445,196.07998752593994
130,2007-07-19 00:00:00,Assam,26.1699,91.7986,23.09999656677246,51.06499671936035,233.67501068115234
141,2007-07-26 00:00:00,Meghalaya,25.38,91.88,86.05997467041016,394.864990234375,426.40499091148376
142,2007-07-27 00:00:00,Meghalaya,25.5212,90.232,79.05500030517578,181.39500045776367,208.73499953746796
148,2007-07-30 00:00:00,Mizoram,22.479,92.967,3.5199999809265137,12.550000933930278,69.7449949067086
147,2007-07-30 00:00:00,Mizoram,22.533,92.899,2.804999828338623,34.610000133514404,103.28500604629517
211,2007-08-26 00:00:00,Manipur,24.9667,93.55,16.520000457763672,47.325000524520874,72.68999949097633
213,2007-08-26 00:00:00,Assam,25.2946,92.8339,19.30499839782715,95.0149974822998,128.90999794006348
212,2007-08-26 00:00:00,Meghalaya,25.5576,91.8506,17.51500129699707,37.68999981880188,122.62500557303429
215,2007-08-28 00:00:00,Nagaland,25.7428,93.9136,7.0199995040893555,56.659993171691895,70.05999255180359
220,2007-08-31 00:00:00,Manipur,25.1333,93.9667,2.515000343322754,67.30500316619873,153.53999376296997
247,2007-09-08 00:00:00,Manipur,25.0604,93.9877,35.2349967956543,95.8699951171875,160.669990837574
251,2007-09-09 00:00:00,Sikkim,27.1667,88.35,5.889999866485596,37.65499830245972,180.3599877357483
252,2007-09-09 00:00:00,Nagaland,25.4993,94.1192,5.614999294281006,26.309999465942383,123.85999870300293
255,2007-09-10 00:00:00,Manipur,24.2451,94.0691,9.40000057220459,22.830000162124634,157.09500193595886
256,2007-09-10 00:00:00,Sikkim,27.3425,88.6236,8.464999198913574,23.544997215270996,132.42499446868896
259,2007-09-11 00:00:00,Meghalaya,25.52,91.27,0.4650000035762787,71.74000796675682,519.5600019395351
258,2007-09-11 00:00:00,Manipur,24.4279,94.0564,3.2749996185302734,6.649999499320984,129.39498031139374
264,2007-09-13 00:00:00,Assam,26.1833,91.8,1.559999942779541,5.424999356269836,208.0549842119217
269,2007-09-18 00:00:00,Sikkim,27.2872,88.2816,27.045001983642578,29.935001730918884,96.67500817775726
285,2007-09-29 00:00:00,Mizoram,24.1293,92.6921,13.450000762939453,82.544997215271,93.33999741077423
313,2007-10-16 00:00:00,Nagaland,25.7055,94.0132,22.920001983642578,71.4749984741211,92.2949974834919
319,2007-10-19 00:00:00,Nagaland,25.4379,94.1162,1.9049997329711914,6.69499933719635,96.2600017786026
322,2007-10-21 00:00:00,Assam,24.75,93.4333,0.03500000014901161,4.765000019222498,91.83000007644296
545,2008-05-20 00:00:00,Assam,24.9849,92.8411,9.045000076293945,46.09500074386597,50.37000048160553
580,2008-06-09 00:00:00,Manipur,24.6596,93.9784,0.8799999952316284,46.41500127315521,54.87000085413456
585,2008-06-14 00:00:00,Arunachal Pradesh,27.0998,93.6287,73.52999114990234,254.6999969482422,407.9200077056885
587,2008-06-15 00:00:00,Assam,27.2298,94.0989,3.0900001525878906,188.4599952697754,249.85999941825867
594,2008-06-19 00:00:00,Manipur,24.9336,93.8275,3.3499999046325684,19.069998741149902,83.6749997138977
692,2008-08-07 00:00:00,Nagaland,25.705,94.04,8.919999122619629,22.429998874664307,74.97999715805054
714,2008-08-14 00:00:00,Assam,27.163,94.0,17.559999465942383,81.8999981880188,190.39499497413635
731,2008-08-19 00:00:00,Nagaland,26.138,94.25,3.8650002479553223,71.0149941444397,121.90499353408813
755,2008-08-28 00:00:00,Sikkim,27.337,88.609,14.920000076293945,45.10000038146973,102.51999568939209
760,2008-08-29 00:00:00,Nagaland,25.67,94.1066,9.829998970031738,15.429998874664307,36.48499846458435
868,2008-10-29 00:00:00,Assam,26.3333,91.25,0.0,45.2549934387207,83.28499460220337
870,2008-10-29 00:00:00,Arunachal Pradesh,27.4,92.35,0.6749999523162842,80.8549947142601,121.6399946808815
869,2008-10-29 00:00:00,Assam,27.2333,94.1167,0.0,20.255001907236874,63.035001401789486
1084,2009-08-12 00:00:00,Arunachal Pradesh,27.7,92.8,122.2800064086914,140.67500638961792,159.9150047302246
1108,2009-08-20 00:00:00,Assam,24.9925,93.5,1.630000114440918,9.619999647140503,77.2799985408783
1112,2009-08-20 00:00:00,Sikkim,27.1761,88.5287,25.66500473022461,199.69000244140625,322.2799916267395
1109,2009-08-20 00:00:00,Assam,25.5215,93.1645,14.96999740600586,35.44999694824219,66.52999591827393
1125,2009-08-26 00:00:00,Sikkim,27.3746,88.7648,5.550000190734863,52.479997634887695,134.40499114990234
1127,2009-08-27 00:00:00,Assam,25.1718,93.123,3.4649996757507324,19.94499921798706,49.27999711036682
1129,2009-08-30 00:00:00,Manipur,24.8628,94.4182,2.509999990463257,51.29999814927578,76.85499809682369
1168,2009-09-17 00:00:00,Sikkim,27.1954,88.6115,23.149995803833008,31.184995651245117,44.69499588012695
1222,2009-10-05 00:00:00,Mizoram,23.73478778,92.72124394,17.784996032714844,69.6349983215332,75.04999828338623
1596,2010-03-27 20:00:00,Manipur,24.7339,93.9161,1.5900001525878906,1.5900001525878906,2.325000121258199
1611,2010-04-01 00:00:00,Assam,25.1553,93.028,7.579998970031738,174.22000980377197,316.20001006126404
1613,2010-04-02 23:00:00,Arunachal Pradesh,27.8997,93.3497,3.2199997901916504,11.419999718666077,45.099998116493225
1756,2010-04-17 00:00:00,Sikkim,27.322,88.6087,9.739999771118164,15.31999945640564,31.034997701644897
1755,2010-04-17 15:00:00,Sikkim,27.3341,88.6083,9.739999771118164,15.31999945640564,31.034997701644897
1770,2010-04-20 00:00:00,Assam,26.1965,91.763,126.22000122070312,213.72001266479492,382.01000595092773
1771,2010-04-20 00:00:00,Assam,26.1978,91.7665,126.22000122070312,213.72001266479492,382.01000595092773
1775,2010-04-21 00:00:00,Arunachal Pradesh,27.8965,96.1779,77.68499755859375,162.25498962402344,189.37498776614666
1776,2010-04-21 00:00:00,Meghalaya,25.3612,92.2845,47.614994049072266,212.22998428344727,303.2899763584137
1857,2010-05-11 09:00:00,Meghalaya,25.3433,92.2897,27.585002899169922,27.660002894699574,89.35500449687243
1930,2010-05-31 00:00:00,Arunachal Pradesh,28.4298,95.8776,22.274999618530273,33.3100004196167,68.9850027859211
1929,2010-05-31 23:00:00,Sikkim,27.3543,88.6428,1.3949999809265137,7.124999523162842,37.139998614788055
1935,2010-06-03 00:00:00,Tripura,23.8986,91.7599,55.160003662109375,92.04000186920166,188.285005569458
1934,2010-06-03 05:00:00,Assam,24.6005,92.3814,36.665000915527344,189.33498764038086,242.25998210906982
1954,2010-06-07 00:00:00,Manipur,24.7543,93.5039,54.02999496459961,146.55499839782715,279.47499656677246
1961,2010-06-09 14:15:00,Meghalaya,25.8833,91.2,24.670001983642578,79.6299991607666,289.5350036621094
1987,2010-06-15 00:00:00,Assam,25.2269,93.1658,8.834999084472656,41.874996185302734,87.56499540805817
1986,2010-06-15 00:00:00,Nagaland,26.3335,94.5512,30.499998092651367,60.84000015258789,116.14500173926353
1994,2010-06-16 00:00:00,Assam,25.0633,92.8025,28.32000160217285,69.7599983215332,119.00499749183655
1996,2010-06-17 19:30:00,Nagaland,26.4333,94.8833,26.880002975463867,95.82000732421875,154.60500240325928
2026,2010-06-28 00:00:00,Meghalaya,25.4916,91.2698,127.78498840332031,271.95498275756836,355.67498552799225
2025,2010-06-28 00:00:00,Meghalaya,25.5728,91.885,60.7449951171875,280.1599884033203,361.4199855029583
2045,2010-07-06 00:00:00,Nagaland,26.2363,94.8133,3.989999771118164,35.389997482299805,83.83999729156494
2043,2010-07-06 00:00:00,Nagaland,26.7225,95.0281,1.4900000095367432,33.259997606277466,103.13499140739441
2042,2010-07-06 00:00:00,Nagaland,26.0093,94.5238,1.5800001621246338,34.50999855995178,107.50499606132507
2044,2010-07-06 00:00:00,Nagaland,25.8877,94.7861,2.9749999046325684,18.5749990940094,66.72500151395798
2098,2010-07-19 06:00:00,Nagaland,26.7215,95.0283,,,
2106,2010-07-20 00:00:00,Nagaland,26.8716,94.9921,,,
2113,2010-07-21 08:00:00,Sikkim,27.3773,88.559,,,
2140,2010-07-25 00:00:00,Assam,25.0477,92.801,,,
2163,2010-07-29 00:00:00,Nagaland,25.4196,94.1054,,,
2166,2010-07-29 00:00:00,Assam,24.9786,93.5027,,,
2164,2010-07-29 23:00:00,Manipur,25.3098633,94.48214677,,,
2182,2010-07-31 09:00:00,Manipur,24.9356,93.8443,,,
2205,2010-08-06 00:00:00,Mizoram,23.7365,92.7146,,,
2243,2010-08-13 00:00:00,Nagaland,25.70223725,94.04619681,,,
2247,2010-08-14 00:00:00,Nagaland,26.148,94.8422,,,
2248,2010-08-14 00:00:00,Nagaland,26.222,94.9152,,,
2249,2010-08-14 00:00:00,Nagaland,26.0814,94.803,,,
2253,2010-08-15 23:00:00,Manipur,25.31006064,94.48265093,,,
2263,2010-08-17 00:00:00,Nagaland,26.2753,94.6654,,,
2283,2010-08-19 00:00:00,Manipur,24.8961,93.4957,,,
2282,2010-08-19 06:30:00,Nagaland,26.1984,94.8158,,,
2281,2010-08-19 18:00:00,Nagaland,25.61560252,94.11603493,,,
2296,2010-08-20 00:00:00,Sikkim,27.167,88.3652,,,
2304,2010-08-21 18:00:00,Nagaland,25.5718,94.1211,,,
2344,2010-08-27 16:30:00,Assam,24.7505,93.4221,,,
2343,2010-08-27 16:30:00,Nagaland,25.4786,94.1327,,,
2345,2010-08-27 18:00:00,Sikkim,27.3392,88.6188,,,
2392,2010-09-04 00:00:00,Sikkim,27.3702,88.7334,,,
2405,2010-09-09 23:00:00,Arunachal Pradesh,28.3036,95.4112,,,
2411,2010-09-10 00:00:00,Arunachal Pradesh,27.0011,93.7273,,,
2415,2010-09-12 00:00:00,Nagaland,25.63961883,94.11112157,,,
2420,2010-09-13 00:00:00,Mizoram,23.72988966,92.71495623,,,
2425,2010-09-13 00:00:00,Mizoram,23.3439,93.0748,,,
2423,2010-09-13 00:00:00,Mizoram,23.73504471,92.71060943,,,
2424,2010-09-13 00:00:00,Mizoram,23.591,92.9296,,,
2426,2010-09-13 00:00:00,Mizoram,22.7176,92.8416,,,
2422,2010-09-13 00:00:00,Mizoram,23.74182634,92.7141905,,,
2421,2010-09-13 09:00:00,Mizoram,23.75406693,92.74128531,,,
2437,2010-09-16 00:00:00,Mizoram,23.7527,92.694,,,
2436,2010-09-16 03:00:00,Mizoram,24.3069,93.125,,,
2539,2010-10-03 00:00:00,Arunachal Pradesh,28.3092,95.4149,,,
2569,2010-10-08 00:00:00,Nagaland,25.2745,94.0212,,,
2570,2010-10-08 00:00:00,Manipur,24.837,93.9128,,,
2566,2010-10-08 00:00:00,Nagaland,25.4769,94.1351,,,
2567,2010-10-08 00:00:00,Manipur,25.6633,94.4703,,,
2568,2010-10-08 00:00:00,Assam,24.7679,93.4108,,,
2574,2010-10-09 00:00:00,Assam,25.4749,93.1477,,,
2577,2010-10-09 00:00:00,Nagaland,25.5265,93.8673,,,
2578,2010-10-09 00:00:00,Nagaland,25.3179,94.0462,,,
2573,2010-10-09 00:00:00,Assam,25.1796,93.0083,,,
2575,2010-10-09 00:00:00,Assam,25.5242,92.9914,,,
2576,2010-10-09 00:00:00,Nagaland,25.4788,94.1399,,,
2579,2010-10-09 00:00:00,Nagaland,25.682,94.1076,,,
2587,2010-10-10 06:00:00,Nagaland,25.6623,94.1072,,,
2743,2010-11-22 00:00:00,Arunachal Pradesh,27.5798729,91.85672387,,,
3269,2011-03-22 00:00:00,Arunachal Pradesh,28.0791,96.5242,,,
3525,2011-05-22 00:00:00,Assam,25.0672,93.4093,,,
3532,2011-05-24 00:00:00,Assam,25.0888,92.8551,,,
3556,2011-05-31 14:00:00,Manipur,25.1555,93.8474,,,
3560,2011-05-31 14:30:00,Manipur,24.8286,93.5935,,,
3633,2011-06-20 00:00:00,Nagaland,26.3186,94.5121,,,
3637,2011-06-21 00:00:00,Nagaland,25.51614662,94.2341227,,,
3662,2011-06-28 00:00:00,Manipur,25.03561729,94.0144205,,,
3663,2011-06-28 00:00:00,Nagaland,25.6682,94.1099,,,
3672,2011-06-29 00:00:00,Assam,25.5125,93.3613,,,
3683,2011-07-01 00:00:00,Nagaland,25.8782,94.1739,,,
3738,2011-07-06 00:00:00,Manipur,24.8063,93.9482,,,
3741,2011-07-07 00:00:00,Nagaland,25.4191,94.1079,,,
3760,2011-07-11 09:00:00,Nagaland,25.6703,94.1095,,,
3776,2011-07-15 18:00:00,Arunachal Pradesh,27.125,93.7145,,,
3789,2011-07-16 00:00:00,Arunachal Pradesh,27.2743,92.9064,,,
3794,2011-07-17 00:00:00,Sikkim,26.99195749,88.42280921,,,
3806,2011-07-19 00:00:00,Arunachal Pradesh,27.1032,93.6884,,,
3805,2011-07-19 00:00:00,Sikkim,27.05374234,88.42572376,,,
3830,2011-07-22 00:00:00,Manipur,24.3527,94.3429,,,
3831,2011-07-22 00:00:00,Manipur,24.7992,93.948,,,
3837,2011-07-24 12:30:00,Assam,26.5836,93.0038,,,
3840,2011-07-25 00:00:00,Manipur,24.6869,93.9157,,,
3860,2011-07-29 00:00:00,Nagaland,25.4192,94.108,,,
3881,2011-08-05 00:00:00,Arunachal Pradesh,27.1034,93.6885,,,
3912,2011-08-12 00:00:00,Arunachal Pradesh,27.44,92.2833,,,
3916,2011-08-13 08:00:00,Assam,25.7713,93.8067,,,
3925,2011-08-15 00:00:00,Arunachal Pradesh,27.4888,93.0153,,,
3927,2011-08-16 08:00:00,Meghalaya,25.5144,90.2167,,,
3932,2011-08-18 00:00:00,Nagaland,25.83,94.13,,,
3965,2011-09-06 08:00:00,Assam,24.808,93.117,,,
3983,2011-09-23 00:00:00,Assam,26.1548,91.7351,,,
4241,2012-03-04 00:00:00,Manipur,25.1604,93.6795,,,
4313,2012-04-08 00:00:00,Arunachal Pradesh,28.4659,95.86,,,
4378,2012-06-02 00:00:00,Arunachal Pradesh,28.8254,96.1517,,,
4377,2012-06-02 00:00:00,Assam,26.1475,91.7356,,,
4382,2012-06-03 00:00:00,Assam,25.1175,92.8573,,,
4383,2012-06-03 00:00:00,Assam,25.3056,93.1265,,,
4384,2012-06-03 00:00:00,Assam,25.1775,93.0123,,,
4394,2012-06-07 04:30:00,Sikkim,27.1748,88.6458,,,
4403,2012-06-10 00:00:00,Manipur,24.8142,93.5444,,,
4407,2012-06-13 00:00:00,Assam,25.0951,92.3567,,,
4408,2012-06-13 00:00:00,Meghalaya,25.5498,92.0757,,,
4411,2012-06-14 04:00:00,Sikkim,27.339,88.6065,,,
4424,2012-06-20 00:00:00,Assam,26.149,91.7351,,,
4426,2012-06-22 00:00:00,Assam,26.1226,91.7162,,,
4435,2012-06-25 00:00:00,Arunachal Pradesh,27.174,95.8011,,,
4436,2012-06-25 00:00:00,Arunachal Pradesh,26.9986,95.4993,,,
4434,2012-06-25 18:00:00,Assam,26.1049,91.7369,,,
4446,2012-07-05 00:00:00,Arunachal Pradesh,28.9986,94.8885,,,
4552,2012-09-14 00:00:00,Sikkim,27.0377,88.3603,,,
4556,2012-09-16 00:00:00,Sikkim,27.1675,88.3651,,,
4570,2012-09-19 00:00:00,Arunachal Pradesh,27.8458,95.2253,,,
4610,2012-11-11 00:00:00,Mizoram,23.7705,92.5217,,,
4757,2013-02-18 00:00:00,Arunachal Pradesh,28.1193,95.1645,,,
4798,2013-04-07 00:00:00,Arunachal Pradesh,28.8254,96.1509,,,
4845,2013-05-07 00:00:00,Mizoram,24.2315,92.6755,,,
4848,2013-05-08 00:00:00,Tripura,24.0896,91.4663,,,
